Class,Number of Occurrence,Number of Refactorings,Refactoring ID,Refactoring Type,Commit
com.facebook.presto.sql.planner.optimizations.SetFlatteningOptimizer.Rewriter,28,14,presto_5226,Change Variable Type,a70b6bdb47c3f98a88cdb849b20a70dcf45a191d
com.facebook.presto.sql.planner.optimizations.SetFlatteningOptimizer.Rewriter,28,14,presto_5222,Rename Variable,a70b6bdb47c3f98a88cdb849b20a70dcf45a191d
com.facebook.presto.sql.planner.optimizations.SetFlatteningOptimizer.Rewriter,28,14,presto_5219,Change Variable Type,a70b6bdb47c3f98a88cdb849b20a70dcf45a191d
com.facebook.presto.sql.planner.optimizations.SetFlatteningOptimizer.Rewriter,28,14,presto_515,Change Variable Type,332d48418da295b0da4de3e34f9c164486cabb73
com.facebook.presto.sql.planner.optimizations.SetFlatteningOptimizer.Rewriter,28,14,presto_5216,Change Parameter Type,a70b6bdb47c3f98a88cdb849b20a70dcf45a191d
com.facebook.presto.sql.planner.optimizations.SetFlatteningOptimizer.Rewriter,28,14,presto_5223,Change Variable Type,a70b6bdb47c3f98a88cdb849b20a70dcf45a191d
com.facebook.presto.sql.planner.optimizations.SetFlatteningOptimizer.Rewriter,28,14,presto_5217,Change Variable Type,a70b6bdb47c3f98a88cdb849b20a70dcf45a191d
com.facebook.presto.sql.planner.optimizations.SetFlatteningOptimizer.Rewriter,28,14,presto_5224,Rename Variable,a70b6bdb47c3f98a88cdb849b20a70dcf45a191d
com.facebook.presto.metadata.TestDiscoveryNodeManager.PrestoNodeServiceSelector,6,3,presto_6480,Change Parameter Type,869decbc286070bb308de01b8239851c26113e47
com.facebook.presto.metadata.TestDiscoveryNodeManager.PrestoNodeServiceSelector,6,3,presto_6481,Change Variable Type,869decbc286070bb308de01b8239851c26113e47
com.facebook.presto.metadata.TestDiscoveryNodeManager.PrestoNodeServiceSelector,6,3,presto_6479,Change Parameter Type,869decbc286070bb308de01b8239851c26113e47
com.facebook.presto.sql.planner.optimizations.TransformQuantifiedComparisonApplyToLateralJoin,16,8,presto_7169,Change Parameter Type,8d329026227f0d9a08edb773f7b9ce480bc11a69
com.facebook.presto.sql.planner.optimizations.TransformQuantifiedComparisonApplyToLateralJoin,16,8,presto_1917,Change Parameter Type,a542ea723efb7e9542916bccbdafb930b5f49fbf
com.facebook.presto.sql.planner.optimizations.TransformQuantifiedComparisonApplyToLateralJoin,16,8,presto_1916,Rename Parameter,a542ea723efb7e9542916bccbdafb930b5f49fbf
com.facebook.presto.sql.planner.optimizations.TransformQuantifiedComparisonApplyToLateralJoin,16,8,presto_5922,Change Attribute Type,13e1d0bc303af57738fa83becb862b621c21012a
com.facebook.presto.sql.planner.optimizations.TransformQuantifiedComparisonApplyToLateralJoin,16,8,presto_5921,Rename Attribute,13e1d0bc303af57738fa83becb862b621c21012a
com.facebook.presto.sql.planner.optimizations.TransformQuantifiedComparisonApplyToLateralJoin,16,8,presto_7171,Change Attribute Type,8d329026227f0d9a08edb773f7b9ce480bc11a69
com.facebook.presto.sql.planner.optimizations.TransformQuantifiedComparisonApplyToLateralJoin,16,8,presto_7170,Rename Attribute,8d329026227f0d9a08edb773f7b9ce480bc11a69
com.facebook.presto.sql.planner.optimizations.TransformQuantifiedComparisonApplyToLateralJoin,16,8,presto_7168,Rename Parameter,8d329026227f0d9a08edb773f7b9ce480bc11a69
com.facebook.presto.sql.planner.plan.WindowNode.Frame,35,21,presto_6877,Change Return Type,d321fdfbbaff787f56cb17ad827756cf5cda3fa9
com.facebook.presto.sql.planner.plan.WindowNode.Frame,35,21,presto_6881,Change Parameter Type,d321fdfbbaff787f56cb17ad827756cf5cda3fa9
com.facebook.presto.sql.planner.plan.WindowNode.Frame,35,21,presto_3727,Change Attribute Type,64d3becf3b53ba6680fab0f118025684900985a9
com.facebook.presto.sql.planner.plan.WindowNode.Frame,35,21,presto_6862,Change Attribute Type,b26cd6ff2062d118173e0a7da30faab0d304648d
com.facebook.presto.sql.planner.plan.WindowNode.Frame,35,21,presto_6863,Change Attribute Type,b26cd6ff2062d118173e0a7da30faab0d304648d
com.facebook.presto.sql.planner.plan.WindowNode.Frame,35,21,presto_3728,Change Parameter Type,64d3becf3b53ba6680fab0f118025684900985a9
com.facebook.presto.sql.planner.plan.WindowNode.Frame,35,21,presto_6864,Change Parameter Type,b26cd6ff2062d118173e0a7da30faab0d304648d
com.facebook.presto.sql.planner.plan.WindowNode.Frame,35,21,presto_6865,Change Parameter Type,b26cd6ff2062d118173e0a7da30faab0d304648d
com.facebook.presto.sql.planner.plan.WindowNode.Frame,35,21,presto_3726,Change Attribute Type,64d3becf3b53ba6680fab0f118025684900985a9
com.facebook.presto.sql.planner.plan.WindowNode.Frame,35,21,presto_6879,Change Attribute Type,d321fdfbbaff787f56cb17ad827756cf5cda3fa9
com.facebook.presto.sql.planner.plan.WindowNode.Frame,35,21,presto_6878,Change Attribute Type,d321fdfbbaff787f56cb17ad827756cf5cda3fa9
com.facebook.presto.sql.planner.plan.WindowNode.Frame,35,21,presto_3724,Change Return Type,64d3becf3b53ba6680fab0f118025684900985a9
com.facebook.presto.sql.planner.plan.WindowNode.Frame,35,21,presto_6866,Change Parameter Type,b26cd6ff2062d118173e0a7da30faab0d304648d
com.facebook.presto.sql.planner.plan.WindowNode.Frame,35,21,presto_3725,Change Return Type,64d3becf3b53ba6680fab0f118025684900985a9
com.facebook.presto.sql.planner.plan.WindowNode.Frame,35,21,presto_3729,Change Parameter Type,64d3becf3b53ba6680fab0f118025684900985a9
com.facebook.presto.sql.planner.plan.WindowNode.Frame,35,21,presto_6860,Change Return Type,b26cd6ff2062d118173e0a7da30faab0d304648d
com.facebook.presto.sql.planner.plan.WindowNode.Frame,35,21,presto_6880,Change Parameter Type,d321fdfbbaff787f56cb17ad827756cf5cda3fa9
com.facebook.presto.sql.planner.plan.WindowNode.Frame,35,21,presto_6859,Change Return Type,b26cd6ff2062d118173e0a7da30faab0d304648d
com.facebook.presto.sql.planner.plan.WindowNode.Frame,35,21,presto_6858,Change Return Type,b26cd6ff2062d118173e0a7da30faab0d304648d
com.facebook.presto.sql.planner.plan.WindowNode.Frame,35,21,presto_6876,Change Return Type,d321fdfbbaff787f56cb17ad827756cf5cda3fa9
com.facebook.presto.sql.planner.plan.WindowNode.Frame,35,21,presto_6861,Change Attribute Type,b26cd6ff2062d118173e0a7da30faab0d304648d
com.facebook.presto.operator.ArrayOfRowsUnnester,1,1,presto_1118,Move Class,1906c165d90aea8a4a14e67a79c53248110bfcb7
"[com.facebook.presto.execution.scheduler.ExecutionWriterTarget.CreateHandle, com.facebook.presto.execution.scheduler.ExecutionWriterTarget.InsertHandle]",1,1,presto_463,Extract Superclass,928a23437a4e4cdece2bf3e6cebf7814767ba7fe
com.facebook.presto.testing.TestingConnectorSession,9,6,presto_299,Change Attribute Type,a80dea946b982eecf7a4eb718fdc5d18094aa4f7
com.facebook.presto.testing.TestingConnectorSession,9,6,presto_7696,Change Attribute Type,c224c81df40a0491ac9c78f288c50c5a22c38b8f
com.facebook.presto.testing.TestingConnectorSession,9,6,presto_301,Move Attribute,a80dea946b982eecf7a4eb718fdc5d18094aa4f7
com.facebook.presto.testing.TestingConnectorSession,9,6,presto_300,Extract Class,a80dea946b982eecf7a4eb718fdc5d18094aa4f7
com.facebook.presto.testing.TestingConnectorSession,9,6,presto_7695,Change Return Type,c224c81df40a0491ac9c78f288c50c5a22c38b8f
com.facebook.presto.testing.TestingConnectorSession,9,6,presto_298,Rename Attribute,a80dea946b982eecf7a4eb718fdc5d18094aa4f7
com.facebook.presto.operator.HashBuilderOperator,4,2,presto_8572,Change Parameter Type,9ba5ed74453f13ae748e8d545cd5c02323eb38ef
com.facebook.presto.operator.HashBuilderOperator,4,2,presto_8571,Change Attribute Type,9ba5ed74453f13ae748e8d545cd5c02323eb38ef
com.facebook.presto.sql.planner.LookupVariableResolver,1,1,presto_497,Move Class,a6fd61b38336d57dc85ffa2cd336cbed13c1712a
com.facebook.presto.spi.type.FunctionType,7,4,presto_6938,Rename Variable,bafc4c8d4473c954db2b86196c99e26f29dda40a
com.facebook.presto.spi.type.FunctionType,7,4,presto_6939,Change Variable Type,bafc4c8d4473c954db2b86196c99e26f29dda40a
com.facebook.presto.spi.type.FunctionType,7,4,presto_6937,Change Variable Type,bafc4c8d4473c954db2b86196c99e26f29dda40a
com.facebook.presto.spi.type.FunctionType,7,4,presto_6928,Move Class,bafc4c8d4473c954db2b86196c99e26f29dda40a
te nullableResult : boolean from class com.facebook.presto.metadata.PolymorphicScalarFunctionBuilder.ChoiceBuilder,1,1,presto_8843,Move Attribute,c26a6619da02f79e3fba00ab651ff81201eaa4c7
com.facebook.presto.sql.planner.iterative.rule.TestPruneLimitColumns,6,3,presto_4080,Change Variable Type,dc140d22dff950824f816f33452f053fea9d588b
com.facebook.presto.sql.planner.iterative.rule.TestPruneLimitColumns,6,3,presto_4079,Change Variable Type,dc140d22dff950824f816f33452f053fea9d588b
com.facebook.presto.sql.planner.iterative.rule.TestPruneLimitColumns,6,3,presto_4078,Change Parameter Type,dc140d22dff950824f816f33452f053fea9d588b
com.facebook.presto.orc.reader.MapDirectBatchStreamReader,5,3,presto_2273,Change Attribute Type,c4d37b7f8fa7021b05a1f5ea816d6b15523428df
com.facebook.presto.orc.reader.MapDirectBatchStreamReader,5,3,presto_2274,Change Attribute Type,c4d37b7f8fa7021b05a1f5ea816d6b15523428df
com.facebook.presto.orc.reader.MapDirectBatchStreamReader,5,3,presto_2250,Rename Class,c4d37b7f8fa7021b05a1f5ea816d6b15523428df
te tasks : List<TaskInfo> from class com.facebook.presto.execution.StageExecutionInfo,1,1,presto_730,Move Attribute,009a234eac113194396d858df69c23a4c578e3f0
com.facebook.presto.type.DoubleOperators.DoubleDistinctFromOperator,1,1,presto_8724,Move Method,b845cd66da3eb1fcece50efba83ea12bc40afbaa
com.facebook.presto.execution.buffer.PagesSerde,6,5,presto_958,Extract Method,a8ae92670f72a7ac873df77b5a45f26f72db78eb
com.facebook.presto.execution.buffer.PagesSerde,6,5,presto_5936,Extract Variable,37fa86b8c680b69ad5a5e8bb4d4c21b062ba15a7
com.facebook.presto.execution.buffer.PagesSerde,6,5,presto_5938,Extract Variable,37fa86b8c680b69ad5a5e8bb4d4c21b062ba15a7
com.facebook.presto.execution.buffer.PagesSerde,6,5,presto_5939,Extract Variable,37fa86b8c680b69ad5a5e8bb4d4c21b062ba15a7
com.facebook.presto.execution.buffer.PagesSerde,6,5,presto_5937,Extract Variable,37fa86b8c680b69ad5a5e8bb4d4c21b062ba15a7
com.facebook.presto.operator.PartitionedLookupSourceFactory,5,3,presto_2866,Change Return Type,eb30777383dfe7a0607eadb48d53e3a94901965b
com.facebook.presto.operator.PartitionedLookupSourceFactory,5,3,presto_2868,Change Parameter Type,eb30777383dfe7a0607eadb48d53e3a94901965b
com.facebook.presto.operator.PartitionedLookupSourceFactory,5,3,presto_2867,Change Attribute Type,eb30777383dfe7a0607eadb48d53e3a94901965b
com.facebook.presto.hive.HiveTestUtils,1,1,presto_2112,Change Return Type,93f0381e95bfe3675cbf6affc80047f7a9108e61
com.facebook.presto.sql.planner.optimizations.PushdownSubfields,4,2,presto_1905,Change Parameter Type,a542ea723efb7e9542916bccbdafb930b5f49fbf
com.facebook.presto.sql.planner.optimizations.PushdownSubfields,4,2,presto_1904,Rename Parameter,a542ea723efb7e9542916bccbdafb930b5f49fbf
com.facebook.presto.sql.planner.plan.RemoteSourceNode,2,1,presto_5847,Change Parameter Type,7bd6ecac2f513f819c6ff88a3cffd79f2b92470b
com.facebook.presto.sql.planner.assertions.BasePlanTest,1,1,presto_2402,Move Method,489aa75e25bd7a4c7db4f4529f3bbc6356ff2eed
com.facebook.presto.spi.relation.RowExpressionVisitor,1,1,presto_6933,Move Class,bafc4c8d4473c954db2b86196c99e26f29dda40a
com.facebook.presto.verifier.framework.TestQueryConfiguration,4,2,presto_1491,Rename Attribute,7cd175209b09cf269641e665cdcca8b9daab1195
com.facebook.presto.verifier.framework.TestQueryConfiguration,4,2,presto_1492,Change Attribute Type,7cd175209b09cf269641e665cdcca8b9daab1195
com.facebook.presto.spi.connector.ConnectorNodePartitioningProvider,3,2,presto_8797,Rename Method,b06eb0e37cefd118479b2484e17146cd64adb8db
com.facebook.presto.spi.connector.ConnectorNodePartitioningProvider,3,2,presto_8798,Change Return Type,b06eb0e37cefd118479b2484e17146cd64adb8db
com.facebook.presto.sql.planner.FragmentTableScanCounter,4,2,presto_6658,Rename Method,9dea76f468c07558ec62cda6b8379a2c64df27d5
com.facebook.presto.sql.planner.FragmentTableScanCounter,4,2,presto_6657,Change Parameter Type,9dea76f468c07558ec62cda6b8379a2c64df27d5
com.facebook.presto.tests.DistributedQueryRunner,2,1,presto_6482,Change Variable Type,869decbc286070bb308de01b8239851c26113e47
com.facebook.presto.hive.HiveSplitPartitionInfo,18,11,presto_877,Rename Variable,1d61bc7889e9d7c3a3b42196fbc6d2ba55a0040c
com.facebook.presto.hive.HiveSplitPartitionInfo,18,11,presto_878,Change Parameter Type,1d61bc7889e9d7c3a3b42196fbc6d2ba55a0040c
com.facebook.presto.hive.HiveSplitPartitionInfo,18,11,presto_874,Change Return Type,1d61bc7889e9d7c3a3b42196fbc6d2ba55a0040c
com.facebook.presto.hive.HiveSplitPartitionInfo,18,11,presto_5809,Extract Class,029aa841fbf083ff64e2d9e4fdce541b5766683d
com.facebook.presto.hive.HiveSplitPartitionInfo,18,11,presto_875,Rename Method,1d61bc7889e9d7c3a3b42196fbc6d2ba55a0040c
com.facebook.presto.hive.HiveSplitPartitionInfo,18,11,presto_5810,Extract Class,029aa841fbf083ff64e2d9e4fdce541b5766683d
com.facebook.presto.hive.HiveSplitPartitionInfo,18,11,presto_879,Rename Parameter,1d61bc7889e9d7c3a3b42196fbc6d2ba55a0040c
com.facebook.presto.hive.HiveSplitPartitionInfo,18,11,presto_5816,Move Method,029aa841fbf083ff64e2d9e4fdce541b5766683d
com.facebook.presto.hive.HiveSplitPartitionInfo,18,11,presto_876,Change Variable Type,1d61bc7889e9d7c3a3b42196fbc6d2ba55a0040c
com.facebook.presto.hive.HiveSplitPartitionInfo,18,11,presto_880,Rename Attribute,1d61bc7889e9d7c3a3b42196fbc6d2ba55a0040c
com.facebook.presto.hive.HiveSplitPartitionInfo,18,11,presto_881,Change Attribute Type,1d61bc7889e9d7c3a3b42196fbc6d2ba55a0040c
com.facebook.presto.sql.planner.SortExpressionExtractor.BuildSymbolReferenceFinder,17,9,presto_6028,Change Parameter Type,b70737e1fd7f9ef5abde529bc51f81381aadc8b4
com.facebook.presto.sql.planner.SortExpressionExtractor.BuildSymbolReferenceFinder,17,9,presto_2656,Rename Class,ef9e0957b60afd81e55a3bafa6f8a381b0b1c5ac
com.facebook.presto.sql.planner.SortExpressionExtractor.BuildSymbolReferenceFinder,17,9,presto_6027,Rename Parameter,b70737e1fd7f9ef5abde529bc51f81381aadc8b4
com.facebook.presto.sql.planner.SortExpressionExtractor.BuildSymbolReferenceFinder,17,9,presto_6024,Rename Parameter,b70737e1fd7f9ef5abde529bc51f81381aadc8b4
com.facebook.presto.sql.planner.SortExpressionExtractor.BuildSymbolReferenceFinder,17,9,presto_6025,Change Parameter Type,b70737e1fd7f9ef5abde529bc51f81381aadc8b4
com.facebook.presto.sql.planner.SortExpressionExtractor.BuildSymbolReferenceFinder,17,9,presto_6029,Rename Method,b70737e1fd7f9ef5abde529bc51f81381aadc8b4
com.facebook.presto.sql.planner.SortExpressionExtractor.BuildSymbolReferenceFinder,17,9,presto_6031,Rename Variable,b70737e1fd7f9ef5abde529bc51f81381aadc8b4
com.facebook.presto.sql.planner.SortExpressionExtractor.BuildSymbolReferenceFinder,17,9,presto_6030,Change Variable Type,b70737e1fd7f9ef5abde529bc51f81381aadc8b4
com.facebook.presto.sql.planner.SortExpressionExtractor.BuildSymbolReferenceFinder,17,9,presto_6026,Rename Method,b70737e1fd7f9ef5abde529bc51f81381aadc8b4
com.facebook.presto.orc.BenchmarkStreamReaders.BenchmarkData,66,66,presto_5695,Pull Up Method,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.BenchmarkData,66,66,presto_5662,Extract Superclass,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.BenchmarkData,66,66,presto_5669,Pull Up Attribute,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.BenchmarkData,66,66,presto_5683,Pull Up Method,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.BenchmarkData,66,66,presto_5706,Pull Up Attribute,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.BenchmarkData,66,66,presto_5723,Pull Up Method,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.BenchmarkData,66,66,presto_5721,Pull Up Attribute,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.BenchmarkData,66,66,presto_5663,Pull Up Method,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.BenchmarkData,66,66,presto_5664,Pull Up Method,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.BenchmarkData,66,66,presto_5677,Pull Up Attribute,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.BenchmarkData,66,66,presto_5703,Pull Up Method,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.BenchmarkData,66,66,presto_5692,Pull Up Method,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.BenchmarkData,66,66,presto_5722,Pull Up Attribute,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.BenchmarkData,66,66,presto_5691,Pull Up Method,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.BenchmarkData,66,66,presto_5700,Pull Up Method,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.BenchmarkData,66,66,presto_5685,Pull Up Attribute,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.BenchmarkData,66,66,presto_5697,Pull Up Attribute,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.BenchmarkData,66,66,presto_2297,Change Return Type,ea0591f5c95c7ad70952b9111c43ac05e1e0b88c
com.facebook.presto.orc.BenchmarkStreamReaders.BenchmarkData,66,66,presto_5690,Pull Up Attribute,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.BenchmarkData,66,66,presto_5666,Pull Up Attribute,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.BenchmarkData,66,66,presto_5702,Pull Up Attribute,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.BenchmarkData,66,66,presto_5713,Pull Up Attribute,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.BenchmarkData,66,66,presto_5709,Pull Up Attribute,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.BenchmarkData,66,66,presto_5725,Pull Up Attribute,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.BenchmarkData,66,66,presto_5672,Pull Up Method,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.BenchmarkData,66,66,presto_5670,Pull Up Attribute,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.BenchmarkData,66,66,presto_5665,Pull Up Attribute,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.BenchmarkData,66,66,presto_5674,Pull Up Attribute,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.BenchmarkData,66,66,presto_5699,Pull Up Method,997e8aa4cd2fbf9821285b60d03b10e971b90398
com.facebook.presto.orc.BenchmarkStreamReaders.BenchmarkData,66,66,presto_5710,Pull Up Attribute,997e8aa4cd2fbf9821285b60d03b10e971b90398
